loss,mape,val_loss,val_mape
0.037338946014642715,272496.25,0.012457669712603092,107.31358337402344
0.010775449685752392,89398.2265625,0.010572860017418861,90.8917465209961
0.010412443429231644,86439.78125,0.00956116896122694,82.62067413330078
0.009488916024565697,93027.7421875,0.009069757536053658,81.14999389648438
0.009059460833668709,90336.25,0.009366953745484352,67.23686218261719
0.008479367941617966,75494.2578125,0.008369669318199158,79.86715698242188
0.008161335252225399,84671.703125,0.00769819226115942,70.43501281738281
0.0076875826343894005,88422.6640625,0.007620102260261774,65.82430267333984
0.0070654586888849735,70875.625,0.007049808278679848,57.123504638671875
0.006820970214903355,76483.4296875,0.006415531970560551,63.331058502197266
0.006029923912137747,58352.59375,0.0064436146058142185,51.176025390625
0.005769465584307909,57712.65234375,0.0054918378591537476,57.452205657958984
0.005175699945539236,62815.78125,0.0052181207574903965,52.82094192504883
0.004754550755023956,58454.21484375,0.004729257896542549,43.13027572631836
0.0044396137818694115,50382.48046875,0.0052426778711378574,41.723548889160156
0.004388004541397095,58490.2421875,0.004513882100582123,45.76565933227539
0.004193830769509077,50159.7890625,0.004666475113481283,41.710693359375
0.004063311964273453,47420.828125,0.0045095523819327354,34.906681060791016
0.003967592027038336,45493.6640625,0.004383831284940243,43.76185989379883
0.003949728794395924,44585.171875,0.004481251817196608,40.98983383178711
0.003930672537535429,40933.02734375,0.004266002681106329,31.47637176513672
0.0038440374191850424,48525.75390625,0.004521932452917099,38.7657470703125
0.003855487098917365,42210.43359375,0.004270187113434076,38.1929817199707
0.00382486404851079,43517.84375,0.004417878109961748,34.63249969482422
0.003792984178289771,47057.25,0.004131510388106108,34.55345153808594
0.0038296671118587255,46115.5703125,0.004113912116736174,35.784423828125
0.0037551745772361755,44802.828125,0.004277415107935667,32.39565658569336
0.0037096713203936815,44433.35546875,0.004097725730389357,32.877323150634766
0.0037344936281442642,38596.06640625,0.004466883838176727,30.840972900390625
0.00365837337449193,35061.41796875,0.004121484234929085,35.75480651855469
0.003618118818849325,37669.67578125,0.004216969478875399,29.02904510498047
0.0036242820788174868,41413.8671875,0.004140274599194527,37.27983093261719
0.0035785427317023277,46135.515625,0.00396674545481801,33.66166687011719
0.0035196265671402216,37385.91796875,0.004263429436832666,30.751562118530273
0.0035401859786361456,41192.41015625,0.00401631835848093,32.39137649536133
0.003478625789284706,38676.0703125,0.003924054093658924,33.49811935424805
0.003519464982673526,37197.00390625,0.003933054395020008,38.045475006103516
0.003497021971270442,38109.38671875,0.003892462467774749,32.18043899536133
0.0034687442239373922,42087.74609375,0.0038743203040212393,34.36224365234375
0.0034884645137935877,48704.42578125,0.004044405184686184,36.25276565551758
0.00348182232119143,40764.62109375,0.0038745026104152203,32.27968215942383
0.0034078131429851055,44448.87890625,0.004022606648504734,28.362886428833008
0.0034289024770259857,41520.33203125,0.004050766583532095,38.762451171875
0.0034001616295427084,42822.75390625,0.0038042825181037188,30.245786666870117
0.0033537603449076414,48240.2265625,0.003793878946453333,35.6587028503418
0.0034193038009107113,35070.33203125,0.0038051612209528685,34.59444046020508
0.0033600321039557457,40046.57421875,0.0037583671510219574,31.318710327148438
0.003358605084940791,31464.498046875,0.0038865008391439915,33.220237731933594
0.0033192692790180445,41624.05078125,0.0037348084151744843,30.869836807250977
0.0033635678701102734,42881.79296875,0.0037240255624055862,31.804773330688477
0.003314563538879156,33696.7734375,0.003993276506662369,40.770652770996094
0.0033169721718877554,45221.8671875,0.0038589551113545895,29.65146255493164
0.003294210648164153,43981.63671875,0.0036955366376787424,30.086673736572266
0.003284939331933856,36592.62109375,0.0038258214481174946,34.44499206542969
0.0032781900372356176,38378.375,0.004007325973361731,28.5506649017334
0.0032754307612776756,40965.1640625,0.0036753667518496513,36.497859954833984
0.003243527142331004,34774.765625,0.0038398653268814087,37.22110366821289
0.0032635414972901344,40544.9296875,0.003785758512094617,27.782060623168945
0.0032416447065770626,37263.87109375,0.0036685203667730093,29.118610382080078
0.0032693506218492985,34282.89453125,0.003710928838700056,33.331485748291016
0.003200637875124812,35856.40234375,0.003733815858140588,35.72081756591797
0.0032282196916639805,43752.0234375,0.0036134456750005484,29.86304473876953
0.003214209107682109,37945.07421875,0.0036915165837854147,28.35494613647461
0.003218438010662794,35109.515625,0.003747182432562113,29.664695739746094
0.00321381026878953,36544.98828125,0.0036612856201827526,26.774559020996094
0.0032284988556057215,40670.81640625,0.003590048523619771,32.585853576660156
0.0031905549112707376,37355.41015625,0.0036299675703048706,29.30682373046875
0.003166285576298833,41709.78515625,0.0035837488248944283,29.366369247436523
0.003184594213962555,38821.0234375,0.003568958258256316,31.170669555664062
0.0031497778836637735,43894.43359375,0.0035573458299040794,31.73324966430664
