loss,mape,val_loss,val_mape
0.029273148626089096,190413.890625,0.007595747709274292,116.91897583007812
0.007187056355178356,84468.1796875,0.006332624703645706,81.06361389160156
0.006766160950064659,77839.6796875,0.005451081786304712,88.01344299316406
0.0063477735966444016,74084.5703125,0.005092584528028965,78.0304183959961
0.006085886619985104,75088.828125,0.00491899810731411,76.43203735351562
0.005788019392639399,72587.96875,0.004771023523062468,79.48564147949219
0.0056390478275716305,82318.2265625,0.004548080265522003,76.09396362304688
0.005338815972208977,74188.2109375,0.004542911425232887,74.11324310302734
0.005225192289799452,82568.2421875,0.0043106828816235065,77.23863983154297
0.005071765743196011,79051.109375,0.004376559983938932,80.11393737792969
0.004897786770015955,81348.46875,0.004735196009278297,67.35041046142578
0.0048340386711061,68648.0859375,0.004117048345506191,77.74717712402344
0.00471550552174449,75928.265625,0.004793738946318626,67.82832336425781
0.004650868009775877,65209.3828125,0.00440217787399888,78.41468048095703
0.004596092272549868,74017.1015625,0.004267153330147266,79.37373352050781
0.004503285046666861,69709.2109375,0.004079604987055063,77.67298889160156
0.004471991211175919,77052.40625,0.00398144731298089,71.90694427490234
0.004439229611307383,77980.5703125,0.004057215992361307,69.14063262939453
0.004367372486740351,71641.3125,0.004154366906732321,68.18170928955078
0.0043440465815365314,74418.5,0.0038121703546494246,74.4167251586914
0.004231306258589029,67905.2421875,0.003839220618829131,76.53604125976562
0.004195723216980696,72716.203125,0.0037488918751478195,71.96038818359375
0.0041161514818668365,70926.625,0.003731554839760065,70.83641052246094
0.004126574378460646,70362.3046875,0.004386526066809893,79.72344207763672
0.004192892927676439,73131.578125,0.004115507006645203,66.26557159423828
0.004161912947893143,72338.25,0.004095790442079306,65.45951843261719
0.004074848722666502,80846.421875,0.003729959949851036,67.43571472167969
0.004054578952491283,62160.83984375,0.003950642887502909,76.42279815673828
0.004017793107777834,64523.03515625,0.0038933062460273504,66.05016326904297
0.003977307118475437,69117.734375,0.0036381143145263195,68.893310546875
0.003936342429369688,66035.3671875,0.003915600944310427,64.63114929199219
0.003972702659666538,73033.5859375,0.003558700904250145,68.00178527832031
0.003928057849407196,61727.6484375,0.003550503635779023,67.80184936523438
0.0038203424774110317,68245.890625,0.0035212726797908545,65.97220611572266
0.0038029744755476713,72162.8359375,0.0034730976913124323,62.271183013916016
0.0037390701472759247,61947.58203125,0.0034431114327162504,66.34902954101562
0.003731329692527652,68099.9296875,0.0034464250784367323,58.873233795166016
0.0036957222037017345,64829.7890625,0.003363928059116006,59.763877868652344
0.0036389732267707586,66176.96875,0.003433885285630822,64.10196685791016
0.003620969830080867,60761.609375,0.0033507677726447582,61.291481018066406
0.003566620172932744,64989.49609375,0.0032710430677980185,56.586795806884766
0.0035381971392780542,49438.66015625,0.0036811265163123608,51.16676330566406
0.0034930678084492683,61890.96484375,0.0033011476043611765,58.28096008300781
0.0034318447578698397,51585.66015625,0.0032137262169271708,52.7271614074707
0.00341625208966434,58644.6796875,0.003297399030998349,50.491031646728516
0.0033770957961678505,64392.453125,0.003229462308809161,48.14772415161133
0.0034185887780040503,58607.68359375,0.0032736037392169237,53.342308044433594
0.003376562846824527,54739.9453125,0.0032272094395011663,54.82520294189453
0.0033373162150382996,54062.4921875,0.0031648282893002033,49.085487365722656
0.0033400957472622395,50461.23046875,0.003493053838610649,45.71748352050781
0.003332478227093816,51209.11328125,0.0031603332608938217,48.78517532348633
0.003329971106722951,52165.1484375,0.0031708069145679474,51.015625
0.003289583371952176,58256.171875,0.0031592012383043766,47.64303970336914
